13299.2848	13.985	29866	2002	48.5
13239.1329	13.981	73177	1982	56.9
13218.1503	13.981	130733	1985	80
13198.2151	13.984	21017	1999	67.6
13196.1874	13.984	173117	2000	80
11653.1724	16.265	58872	2324	60.5
10644.3606	16.26	50509	2302	56.3
9664.3939	16.28	73105	2372	79
8859.4841	16.262	67076	2310	99.7
8836.3978	16.261	225297	2305	100
8517.6882	16.274	31028	2358	75.6
8422.1648	16.437	28410	2700	60
7651.7166	16.222	76409	2215	80
6916.2577	15.923	14019	2061	55.7
6894.2825	15.937	8180	2072	31.8
6892.2661	15.921	60254	2057	80
6887.2524	15.926	83335	2064	69.8
6871.2959	15.923	12486	2059	32
6870.2876	15.922	116883	2058	80
6849.3123	15.923	187944	2060	78.9
6848.3103	15.924	1242156	2062	100
6766.0726	15.948	30380	2078	78.9
6761.065	15.944	40917	2074	61
6744.0799	15.947	69276	2077	80
6724.0416	13.897	43286	1941	54.1
6723.0938	15.945	50816	2075	80.2
6722.1497	14.057	51047	2028	60
6722.1076	15.946	850148	2076	89.8
6720.0509	13.971	44034	1968	44.9
6700.2011	13.998	7480	2014	37.8
6696.0228	13.978	437087	1975	76.3
6676.0248	13.799	22917	1889	37.1
6674.0126	13.974	192157	1972	73.2
6673.0612	13.952	81796	1964	59.3
6658.056	13.982	71414	1986	59.3
6657.0851	13.811	34510	1915	60
6657.0485	13.973	2849399	1970	80
6656.094	13.987	112456	2006	60
6642.1293	14.246	15106	2043	35.3
6642.124	14.343	18689	2051	40.3
6642.0673	13.796	417243	1881	87
6639.0764	14.311	18293	2049	48.2
6635.0582	13.984	2562874	1998	100
6630.1207	13.769	84800	1872	55.1
6630.1136	14.358	14095	2052	61.9
6629.1272	13.792	311136	1878	68.4
6626.1127	14.154	26511	2036	78.9
6626.0779	14.304	31235	2048	46
6625.0955	14.299	115965	2047	75.8
6619.0967	13.983	525155	1991	98.5
6619.093	13.8	122806	1892	98.3
6617.1288	13.987	327749	2007	80
6616.1007	13.983	494548	1990	80
6615.0945	13.984	1709988	1996	80
6615.0711	13.763	16422	1867	36.1
6613.1303	14.149	12336	2034	51.1
6606.1112	13.761	33153	1866	76.7
6599.1001	13.621	198998	1811	60
6598.1167	13.8	6805897	1890	87
6597.1201	14.253	98242	2044	60
6597.1125	13.985	60627484	2003	100
6597.1015	13.798	3494051	1887	87
6596.0976	13.984	30656034	1997	80
6584.223	15.928	135669	2068	69.9
6547.1201	13.56	56364	1803	62.9
6547.1158	13.427	55006	1788	66.8
6546.1001	13.562	58752	1804	77.7
6546.082	13.894	38988	1940	72.5
6545.0801	13.889	72791	1938	77.1
6543.0378	13.945	26424	1959	54.3
6542.0342	13.902	57242	1946	59.4
6528.0714	13.98	92596	1981	71
6526.0649	13.901	58525	1945	79.5
6515.8566	15.926	19197	2063	60
6509.8729	15.927	56262	2066	93.7
6504.0806	13.9	42773	1942	79.2
6503.0837	13.775	14137	1874	60
6503.0812	13.929	633677	1952	80
6499.0277	13.93	648900	1953	80
6492.8752	15.927	57455	2067	80
6486.0779	13.975	77991	1973	60
6472.9072	15.929	51562	2070	99.6
6472.9004	15.786	32165	2054	39.2
6471.9034	15.649	41175	2053	49.5
6471.8988	15.929	57807	2069	98.1
6470.9081	15.926	620502	2065	100
6466.0736	13.777	40957	1875	75.1
6463.0617	13.806	93803	1904	80
6462.0506	13.979	919979	1977	80
6433.8555	12.044	17745	1610	52.9
6412.8615	12.052	122310	1613	69.4
6410.877	12.116	30437	1621	65.1
6396.8804	12.038	98918	1606	78.1
6388.9034	12.135	115237	1625	60
6375.9815	13.981	95765	1984	79.6
6375.9123	12.051	18535	1612	66
6373.8947	12.04	497684	1608	80
6370.9885	13.979	86418	1976	76.5
6369.9841	13.979	344650	1979	80
6355.0054	13.979	31177	1980	60
6354.0071	13.976	405842	1974	80
6347.9078	12.034	33274	1604	47.8
6345.9526	13.973	93326	1969	60
6334.035	13.807	29331	1905	64.1
6332.0263	13.797	153363	1884	69.6
6332.0201	13.979	1541470	1978	100
6331.0131	13.982	3561158	1989	80
6315.0238	13.938	51787	1956	68.7
6313.0111	13.905	81346	1948	80
6307.9975	13.891	40610	1939	38
6307.0188	13.947	78158	1960	80
6291.0544	13.9	73419	1944	72.2
6291.0324	13.956	49207	1965	75
6290.0238	13.912	198644	1951	78.8
6270.0564	13.949	55005	1961	80
6270.046	13.748	15254	1860	63.2
6269.0503	13.755	13565	1864	60.8
