6370.8492	7.906	9554	251	59.9
6069.8258	7.741	6339	231	60.3
6068.8265	7.746	10361	243	69.1
6061.916	7.746	16970	242	65.8
6046.8268	7.744	899013	240	100
6046.8071	7.611	13430	220	61.7
6041.8274	7.745	210109	241	80
6039.7912	7.743	89887	236	80
6024.851	7.596	17261	219	69.6
6024.8481	7.743	13740135	238	100
6001.8193	7.742	6921	234	54.4
5931.8117	7.688	8394	230	61.9
5912.7402	7.744	28812	239	80
5890.7574	7.742	15050	233	68.6
5889.7735	7.743	188162	237	96.5
5798.7299	7.788	15802	248	68.8
5797.7489	7.792	12804	249	80
5776.7922	7.775	8998	246	78.6
5775.7534	7.781	591675	247	100
5741.7581	7.625	11248	224	80
5720.8076	7.625	12003	225	73.3
5719.7979	7.624	336616	223	100
5695.7738	7.443	56398	203	77.3
5490.6783	7.492	11130	211	79.5
5468.6916	7.493	43202	212	80
5447.7236	7.488	10183	207	72.5
5446.6979	7.492	535900	210	100
5428.7204	7.276	25789	190	73.8
5419.7259	7.441	2757	201	50.3
5396.7299	7.445	12368	204	74.9
5375.7464	7.451	14256	206	62.8
5374.7611	7.447	207685	205	100
5161.6312	7.183	15266	184	77.4
5139.6473	7.185	49916	185	100
5117.6579	7.186	642289	186	100
5114.6884	7.524	4815	214	50.9
5099.6289	6.899	18463	182	72.7
5091.711	7.524	17071	215	80
5070.7214	7.53	5856	217	60
5069.7131	7.522	302944	213	100
4855.5714	6.767	6390	176	84.3
4832.5748	6.766	21401	174	80
4810.5988	6.766	72671	175	100
4788.6073	6.766	861658	173	100
4771.6009	6.412	3309	164	58.7
4770.586	6.422	45309	165	81.8
4762.6459	6.844	8384	178	80
4741.6486	6.85	8076	181	52.4
4740.6638	6.847	176334	179	100
4709.6206	6.089	4648	154	65.6
4527.5413	6.506	11603	166	80
4515.6261	6.982	6327	183	57.8
4505.5496	6.511	38773	171	98.9
4496.5985	7.395	26974	200	99.8
4491.5594	7.214	12273	187	77.7
4483.5665	6.509	602277	168	100
4465.5479	6.179	29306	156	95.8
4456.6386	6.506	10435	167	77.4
4435.6597	6.509	6096	169	74.3
4434.638	6.51	237075	170	99.2
4200.516	6.262	18928	159	83.5
4185.5574	6.564	6817	172	60
4178.5284	6.264	387527	160	100
4162.5289	6.848	9369	180	53.5
4161.5253	5.946	3852	150	58.7
4160.4949	5.945	15229	149	80
4151.5846	6.23	5713	157	55.8
4138.531	6.299	10488	162	70
4129.6009	6.233	221743	158	96.5
3893.4419	5.734	7897	143	80
3880.5008	6.296	5910	161	52.5
3856.5028	6.107	10575	155	65.9
3849.4786	5.733	601890	142	100
3845.5664	6.049	9013	152	70
3833.4884	6.024	13676	151	60
3833.4733	6.345	13915	163	50.7
3831.4656	5.357	24312	139	88.1
3823.5795	6.053	227161	153	96.9
3570.3734	5.319	7162	138	61.2
3551.4714	5.782	7109	145	74.7
3548.397	5.319	16286	137	100
3526.4165	5.319	52874	136	100
3504.4332	5.319	693526	135	100
3500.516	5.856	9518	146	91
3486.4195	4.875	30745	131	83.9
3478.5372	5.856	185702	147	100
3245.4412	5.562	9490	140	80.8
3242.3716	4.867	19079	130	97.9
3229.4491	5.907	8984	148	90.3
3223.3965	5.696	7662	141	74.4
3220.3905	4.862	41922	128	100
3198.4107	4.866	629698	129	100
3180.4033	4.366	24410	118	95.6
3171.4694	4.775	6877	126	79.9
3149.4833	4.778	99510	127	100
3118.4355	3.839	4195	106	51.7
3027.4023	7.765	7345	245	61.4
3012.9172	7.594	12739	218	56.7
2959.3116	4.423	5580	122	83.7
2937.3329	4.423	15901	121	100
2915.3513	4.421	36392	120	100
2900.3927	5.296	9958	134	76.9
2894.3612	5.025	12755	132	87.1
2893.3714	4.421	447008	119	100
2888.4084	4.311	5091	115	60
2888.3764	7.636	5918	229	52.1
2875.3635	3.932	16453	108	99.4
2866.4336	4.316	15827	116	97.5
2860.4157	7.621	4627	221	62.2
2854.3477	4.509	6149	124	77.3
2844.447	4.316	163455	117	100
2652.2468	3.543	5122	103	60
2642.4984	7.492	10086	209	100
2630.2641	3.538	12277	99	100
2620.5193	7.492	90629	208	100
2608.2816	3.539	27528	101	100
2599.2491	0.634	8149	9	79.9
2588.3273	3.891	23172	107	51.1
2587.3479	4.09	21675	114	51.6
2586.3023	3.539	60065	102	100
2582.3873	3.996	6788	109	96.6
2571.3443	4.601	6527	125	91.1
2564.322	3.538	557419	100	100
2564.3212	3.702	16192	105	60.3
2560.4036	3.997	17920	110	79.9
2549.3063	4.476	16620	123	85.7
2546.311	3.081	36472	91	100
2538.4244	3.999	154064	111	100
2535.3712	7.527	4416	216	71.1
2359.439	7.299	9231	193	100
2337.4607	7.298	22240	191	100
2315.4814	7.299	163692	192	100
2307.2003	2.914	7805	86	100
2289.3369	4.036	7638	113	99.2
2285.2197	2.919	16573	87	100
2282.3068	3.511	9470	98	67.8
2266.3086	3.508	4723	97	66.1
2263.238	2.921	35055	89	100
2259.325	3.472	2727	94	62.6
2242.2992	3.638	16365	104	94.1
2241.2565	2.921	77467	90	100
2237.3424	3.471	8926	93	99.3
2219.2752	2.92	619956	88	100
2215.3625	3.473	20572	95	100
2201.264	2.285	36278	76	100
2193.3787	3.474	154420	96	100
2076.3816	7.626	9668	228	99.9
2054.4052	7.626	16742	227	100
2032.4233	7.622	37938	222	100
2023.9377	7.743	4478	235	72
2019.2797	7.758	6685	244	62.4
2015.9333	7.876	4719	250	61.6
2010.4388	7.625	279963	226	100
2001.18	2.16	6180	71	79.5
1979.1947	2.158	15396	69	93.6
1957.2167	2.163	31351	73	80
1954.238	2.384	9884	77	54.1
1935.7317	5.735	78788	144	100
1935.2335	2.16	67265	70	100
1914.2408	2.421	51987	84	80
1913.2522	2.161	498149	72	100
1895.2403	1.558	30502	58	100
1886.3112	2.269	12435	74	94.6
1864.3296	2.27	84671	75	100
1725.354	7.353	12252	197	100
1703.3714	7.354	27307	199	100
1681.3891	7.354	183827	198	100
1674.1568	1.464	10759	56	54
1652.1765	1.452	24832	53	100
1648.2183	2.024	13113	68	90.4
1636.2079	2.394	6302	79	73.5
1630.1934	1.456	52573	55	100
1615.2422	2.67	7839	85	100
1612.184	1.026	5397	47	89.8
1609.1982	2.388	23621	78	100
1608.2123	1.453	380380	54	100
1608.2113	1.706	62500	59	80
1603.2544	1.845	7438	66	100
1590.2005	1.031	31493	49	92.4
1581.2711	1.844	13648	65	92.4
1569.185	1.762	10756	62	77.9
1559.2884	1.847	106141	67	100
1396.2964	7.31	3904	196	75.3
1390.1134	1.005	3186	42	61.9
1374.3169	7.303	15547	195	100
1368.1316	1.007	7269	46	98
1352.3378	7.303	135065	194	100
1346.151	1.005	20235	43	100
1324.1679	1.006	38691	45	100
1303.1734	1.533	7772	57	50.8
1302.1878	1.006	261489	44	100
1302.1871	1.198	18173	51	74.7
1298.2083	2.413	5927	81	80
1294.1653	4.003	3933	112	74.3
1284.1758	0.959	18449	37	100
1280.1424	0.988	6143	40	70.3
1276.2281	2.412	14207	80	100
1264.1486	1.751	16716	60	79.3
1263.1637	1.033	6778	50	79.6
1254.2473	2.413	137116	82	100
1168.4763	5.166	5166	133	68.5
1119.1953	2.414	4092	83	85.6
1110.1351	3.099	27346	92	70.4
1045.2664	7.221	17920	189	100
1039.0806	0.842	6534	28	96.2
1023.2859	7.219	106700	188	100
1017.0991	0.844	15734	29	98.4
1005.1624	1.757	9017	61	99.7
1001.1299	1	12046	41	100
997.1468	0.966	29700	39	99.6
995.1176	0.845	30786	30	100
973.1367	0.846	224370	31	100
967.0048	0.627	60625	6	67.6
958.1277	1.029	28010	48	100
956.9757	0.601	28583	3	65.1
955.1256	0.755	14678	27	100
947.1782	1.789	12480	63	100
935.0977	0.894	6244	36	99.5
925.1965	1.789	71066	64	100
759.8921	0.639	20529	15	87.1
712.0595	0.73	5288	21	70.5
694.2354	6.81	55672	177	100
693.9201	0.637	21879	11	99.6
690.0772	0.731	11628	22	100
676.105	7.741	1790	232	56.5
668.0955	0.734	32710	23	100
